23A | 770A5BA8 | 55                       | push ebp                                | esp: 19F98C-> 19F988                              | 0019F988: 770A59D7-> 19F9A8       |
23B | 770A5BA9 | 8BEC                     | mov ebp,esp                             | ebp: 19F9A8-> 19F988                              |                                   |
23C | 770A5BAB | 51                       | push ecx                                | esp: 19F988-> 19F984                              | 0019F984: 19F9A8-> 19F9E8         | ecx:&"444"
23D | 770A5BAC | 56                       | push esi                                | esp: 19F984-> 19F980                              | 0019F980: 19F9E8-> 19F9E8         | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
23E | 770A5BAD | 51                       | push ecx                                | esp: 19F980-> 19F97C                              | 0019F97C: 19F9E8-> 19F9E8         | ecx:&"444"
23F | 770A5BAE | 8BF1                     | mov esi,ecx                             |                                                   |                                   | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe", ecx:&"444"
240 | 770A5BB0 | E8 B3FFFFFF              | call ucrtbase.770A5B68                  | esp: 19F97C-> 19F978                              | 0019F978: 19F9E8-> 770A5BB5       |
241 | 770A5B68 | 8BFF                     | mov edi,edi                             |                                                   |                                   |
242 | 770A5B6A | 51                       | push ecx                                | esp: 19F978-> 19F974                              | 0019F974: 770A5BB5-> 19F9E8       | ecx:&"444"
243 | 770A5B6B | 53                       | push ebx                                | esp: 19F974-> 19F970                              | 0019F970: 19F9E8-> FFFFFFFF       |
244 | 770A5B6C | 56                       | push esi                                | esp: 19F970-> 19F96C                              | 0019F96C: FFFFFFFF-> 19F9E8       | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
245 | 770A5B6D | 8BF1                     | mov esi,ecx                             |                                                   |                                   | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe", ecx:&"444"
246 | 770A5B6F | 83CB FF                  | or ebx,FFFFFFFF                         | eflags: 297-> 286                                 |                                   |
247 | 770A5B72 | 57                       | push edi                                | esp: 19F96C-> 19F968                              | 0019F968: 19F9E8-> 77190328       | edi:&"ALLUSERSPROFILE=C:\\ProgramData"
248 | 770A5B73 | 8A56 31                  | mov dl,byte ptr ds:[esi+31]             | edx: 8-> 66                                       | 0019FA19: C4004066-> C4004066     | esi+31:"e.vmp.exe"
249 | 770A5B76 | 0FBECA                   | movsx ecx,dl                            | ecx: 19F9E8-> 66                                  |                                   | ecx:&"444"
24A | 770A5B79 | C646 3C 00               | mov byte ptr ds:[esi+3C],0              |                                                   | 0019FA24: 0-> 0                   |
24B | 770A5B7D | 3BCB                     | cmp ecx,ebx                             | eflags: 286-> 213                                 |                                   | ecx:&"444"
24C | 770A5B7F | 7C 21                    | jl ucrtbase.770A5BA2                    |                                                   |                                   |
24D | 770A5B81 | 8B46 08                  | mov eax,dword ptr ds:[esi+8]            | eax: 0-> 19F9DC                                   | 0019F9F0: 19F9DC-> 19F9DC         | eax:&"\n\n", esi+08:"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
24E | 770A5B84 | 8B00                     | mov eax,dword ptr ds:[eax]              | eax: 19F9DC-> 77190060                            | 0019F9DC: 77190060-> 77190060     | eax:&"\n\n", [eax]:"\n\n"
24F | 770A5B86 | 8B00                     | mov eax,dword ptr ds:[eax]              | eax: 77190060-> 77087340                          | 77190060: 77087340-> 77087340     | eax:&"\n\n", [eax]:"\n\n"
250 | 770A5B88 | 0FB70448                 | movzx eax,word ptr ds:[eax+ecx*2]       | eax: 77087340-> 82                                | 7708740C: 20082-> 20082           | eax:&"\n\n", eax+ecx*2:ResetDCWImpl+8C8
251 | 770A5B8C | 25 00800000              | and eax,8000                            | eax: 82-> 0 eflags: 213-> 246                     |                                   | eax:&"\n\n"
252 | 770A5B91 | 85C0                     | test eax,eax                            |                                                   |                                   | eax:&"\n\n"
253 | 770A5B93 | 0F85 0BC00400            | jne ucrtbase.770F1BA4                   |                                                   |                                   |
254 | 770A5B99 | B0 01                    | mov al,1                                | eax: 0-> 1                                        |                                   |
255 | 770A5B9B | 5F                       | pop edi                                 | esp: 19F968-> 19F96C                              | 0019F968: 77190328-> 77190328     | edi:&"ALLUSERSPROFILE=C:\\ProgramData"
256 | 770A5B9C | 5E                       | pop esi                                 | esp: 19F96C-> 19F970                              | 0019F96C: 19F9E8-> 19F9E8         | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
257 | 770A5B9D | 5B                       | pop ebx                                 | esp: 19F970-> 19F974                              | 0019F970: FFFFFFFF-> FFFFFFFF     |
258 | 770A5B9E | 59                       | pop ecx                                 | ecx: 66-> 19F9E8 esp: 19F974-> 19F978             | 0019F974: 19F9E8-> 19F9E8         | ecx:&"444"
259 | 770A5B9F | C2 0400                  | ret 4                                   | esp: 19F978-> 19F980                              | 0019F978: 770A5BB5-> 770A5BB5     |
25A | 770A5BB5 | 84C0                     | test al,al                              | eflags: 246-> 202                                 |                                   |
25B | 770A5BB7 | 74 20                    | je ucrtbase.770A5BD9                    |                                                   |                                   |
25C | 770A5BB9 | 8A46 31                  | mov al,byte ptr ds:[esi+31]             | eax: 1-> 66                                       | 0019FA19: C4004066-> C4004066     | esi+31:"e.vmp.exe"
25D | 770A5BBC | 8D8E 48040000            | lea ecx,dword ptr ds:[esi+448]          | ecx: 19F9E8-> 19FE30                              |                                   | ecx:&"444"
25E | 770A5BC2 | 8845 FC                  | mov byte ptr ss:[ebp-4],al              |                                                   | 0019F984: 19F9E8-> 19F966         |
25F | 770A5BC5 | FF75 FC                  | push dword ptr ss:[ebp-4]               | esp: 19F980-> 19F97C                              | 0019F984: 19F966-> 19F966 0019F97 | [ebp-04]:&"444"
260 | 770A5BC8 | E8 8F000000              | call ucrtbase.770A5C5C                  | esp: 19F97C-> 19F978                              | 0019F978: 19F966-> 770A5BCD       |
261 | 770A5C5C | 8BFF                     | mov edi,edi                             |                                                   |                                   |
262 | 770A5C5E | 55                       | push ebp                                | esp: 19F978-> 19F974                              | 0019F974: 770A5BCD-> 19F988       |
263 | 770A5C5F | 8BEC                     | mov ebp,esp                             | ebp: 19F988-> 19F974                              |                                   |
264 | 770A5C61 | 51                       | push ecx                                | esp: 19F974-> 19F970                              | 0019F970: 19F988-> 19FE30         | ecx:&"444"
265 | 770A5C62 | 8B01                     | mov eax,dword ptr ds:[ecx]              | eax: 66-> 77190328                                | 0019FE30: 77190328-> 77190328     | eax:&"\n\n", [ecx]:"444"
266 | 770A5C64 | 8B40 0C                  | mov eax,dword ptr ds:[eax+C]            | eax: 77190328-> 2282                              | 77190334: 2282-> 2282             | eax:&"\n\n", eax+0C:"A "
267 | 770A5C67 | 90                       | nop                                     |                                                   |                                   |
268 | 770A5C68 | A9 00100000              | test eax,1000                           | eflags: 202-> 246                                 |                                   | eax:&"\n\n"
269 | 770A5C6D | 0F85 3CC00400            | jne ucrtbase.770F1CAF                   |                                                   |                                   |
26A | 770A5C73 | FF31                     | push dword ptr ds:[ecx]                 | esp: 19F970-> 19F96C                              | 0019FE30: 77190328-> 77190328 001 | [ecx]:"444"
26B | 770A5C75 | 0FBE45 08                | movsx eax,byte ptr ss:[ebp+8]           | eax: 2282-> 66                                    | 0019F97C: 19F966-> 19F966         |
26C | 770A5C79 | 50                       | push eax                                | esp: 19F96C-> 19F968                              | 0019F968: 77190328-> 66           | eax:&"\n\n"
26D | 770A5C7A | E8 31E8FFFF              | call <ucrtbase._fputc_nolock>           | esp: 19F968-> 19F964                              | 0019F964: 66-> 770A5C7F           |
26E | 770A44B0 | 8BFF                     | mov edi,edi                             |                                                   |                                   |
26F | 770A44B2 | 55                       | push ebp                                | esp: 19F964-> 19F960                              | 0019F960: 770A5C7F-> 19F974       |
270 | 770A44B3 | 8BEC                     | mov ebp,esp                             | ebp: 19F974-> 19F960                              |                                   |
271 | 770A44B5 | 8B55 0C                  | mov edx,dword ptr ss:[ebp+C]            | edx: 66-> 77190328                                | 0019F96C: 77190328-> 77190328     | [ebp+0C]:"444"
272 | 770A44B8 | 836A 08 01               | sub dword ptr ds:[edx+8],1              | eflags: 246-> 216                                 | 77190330: 1000-> FFF              | edx+08:"ok\n"
273 | 770A44BC | 78 0E                    | js ucrtbase.770A44CC                    |                                                   |                                   |
274 | 770A44BE | 8B02                     | mov eax,dword ptr ds:[edx]              | eax: 66-> C62048                                  | 77190328: C62048-> C62048         | eax:&"\n\n", edx:"%s"
275 | 770A44C0 | 8A4D 08                  | mov cl,byte ptr ss:[ebp+8]              | ecx: 19FE30-> 19FE66                              | 0019F968: 66-> 66                 |
276 | 770A44C3 | 8808                     | mov byte ptr ds:[eax],cl                |                                                   | 00C62048: 6C696166-> 6C696166     | eax:&"\n\n"
277 | 770A44C5 | FF02                     | inc dword ptr ds:[edx]                  | eflags: 216-> 202                                 | 77190328: C62048-> C62049         | edx:"%s"
278 | 770A44C7 | 0FB6C1                   | movzx eax,cl                            | eax: C62048-> 66                                  |                                   | eax:&"\n\n"
279 | 770A44CA | 5D                       | pop ebp                                 | esp: 19F960-> 19F964 ebp: 19F960-> 19F974         | 0019F960: 19F974-> 19F974         |
27A | 770A44CB | C3                       | ret                                     | esp: 19F964-> 19F968                              | 0019F964: 770A5C7F-> 770A5C7F     |
27B | 770A5C7F | 83F8 FF                  | cmp eax,FFFFFFFF                        | eflags: 202-> 213                                 |                                   | eax:&"\n\n"
27C | 770A5C82 | 59                       | pop ecx                                 | ecx: 19FE66-> 66 esp: 19F968-> 19F96C             | 0019F968: 66-> 66                 | ecx:&"444"
27D | 770A5C83 | 59                       | pop ecx                                 | ecx: 66-> 77190328 esp: 19F96C-> 19F970           | 0019F96C: 77190328-> 77190328     | ecx:&"444"
27E | 770A5C84 | 0F95C0                   | setne al                                | eax: 66-> 1                                       |                                   |
27F | 770A5C87 | 59                       | pop ecx                                 | ecx: 77190328-> 19FE30 esp: 19F970-> 19F974       | 0019F970: 19FE30-> 19FE30         | ecx:&"444"
280 | 770A5C88 | 5D                       | pop ebp                                 | esp: 19F974-> 19F978 ebp: 19F974-> 19F988         | 0019F974: 19F988-> 19F988         |
281 | 770A5C89 | C2 0400                  | ret 4                                   | esp: 19F978-> 19F980                              | 0019F978: 770A5BCD-> 770A5BCD     |
282 | 770A5BCD | 84C0                     | test al,al                              | eflags: 213-> 202                                 |                                   |
283 | 770A5BCF | 74 0C                    | je ucrtbase.770A5BDD                    |                                                   |                                   |
284 | 770A5BD1 | FF46 18                  | inc dword ptr ds:[esi+18]               |                                                   | 0019FA00: 0-> 1                   | esi+18:"unicorn\\Emu\\Release\\Sample.vmp.exe"
285 | 770A5BD4 | B0 01                    | mov al,1                                |                                                   |                                   |
286 | 770A5BD6 | 5E                       | pop esi                                 | esp: 19F980-> 19F984                              | 0019F980: 19F9E8-> 19F9E8         | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
287 | 770A5BD7 | C9                       | leave                                   | esp: 19F984-> 19F98C ebp: 19F988-> 19F9A8         | 0019F988: 19F9A8-> 19F9A8         |
288 | 770A5BD8 | C3                       | ret                                     | esp: 19F98C-> 19F990                              | 0019F98C: 770A59D7-> 770A59D7     |
289 | 770A59D7 | 84C0                     | test al,al                              |                                                   |                                   |
28A | 770A59D9 | 0F85 A7000000            | jne ucrtbase.770A5A86                   |                                                   |                                   |
28B | 770A5A86 | 8B46 10                  | mov eax,dword ptr ds:[esi+10]           | eax: 1-> 402105                                   | 0019F9F8: 402105-> 402105         | eax:&"\n\n"
28C | 770A5A89 | 8A00                     | mov al,byte ptr ds:[eax]                | eax: 402105-> 402161                              | 00402105: A6C6961-> A6C6961       | eax:&"\n\n"
28D | 770A5A8B | 8846 31                  | mov byte ptr ds:[esi+31],al             |                                                   | 0019FA19: C4004066-> C4004061     | esi+31:"e.vmp.exe"
28E | 770A5A8E | 84C0                     | test al,al                              |                                                   |                                   |
28F | 770A5A90 | 0F85 E7FEFFFF            | jne ucrtbase.770A597D                   |                                                   |                                   |
290 | 770A597D | FF46 10                  | inc dword ptr ds:[esi+10]               | eflags: 202-> 206                                 | 0019F9F8: 402105-> 402106         |
291 | 770A5980 | 837E 18 00               | cmp dword ptr ds:[esi+18],0             | eflags: 206-> 202                                 | 0019FA00: 1-> 1                   | esi+18:"unicorn\\Emu\\Release\\Sample.vmp.exe"
292 | 770A5984 | 8B46 10                  | mov eax,dword ptr ds:[esi+10]           | eax: 402161-> 402106                              | 0019F9F8: 402106-> 402106         | eax:&"\n\n"
293 | 770A5987 | 7C D4                    | jl ucrtbase.770A595D                    |                                                   |                                   |
294 | 770A5989 | 8A4E 31                  | mov cl,byte ptr ds:[esi+31]             | ecx: 19FE30-> 19FE61                              | 0019FA19: C4004061-> C4004061     | esi+31:"e.vmp.exe"
295 | 770A598C | 8AC1                     | mov al,cl                               | eax: 402106-> 402161                              |                                   |
296 | 770A598E | 2C 20                    | sub al,20                               | eax: 402161-> 402141 eflags: 202-> 206            |                                   |
297 | 770A5990 | 3C 5A                    | cmp al,5A                               | eflags: 206-> 297                                 |                                   | 5A:'Z'
298 | 770A5992 | 77 12                    | ja ucrtbase.770A59A6                    |                                                   |                                   |
299 | 770A5994 | 0FBEC1                   | movsx eax,cl                            | eax: 402141-> 61                                  |                                   | eax:&"\n\n"
29A | 770A5997 | 83E8 20                  | sub eax,20                              | eax: 61-> 41 eflags: 297-> 206                    |                                   | eax:&"\n\n"
29B | 770A599A | 83E0 7F                  | and eax,7F                              |                                                   |                                   | eax:&"\n\n"
29C | 770A599D | 8B14C5 E4A40877          | mov edx,dword ptr ds:[eax*8+7708A4E4]   | edx: 77190328-> 8                                 | 7708A6EC: 8-> 8                   | edx:"%s"
29D | 770A59A4 | EB 02                    | jmp ucrtbase.770A59A8                   |                                                   |                                   |
29E | 770A59A8 | 8B46 1C                  | mov eax,dword ptr ds:[esi+1C]           | eax: 41-> 0                                       | 0019FA04: 0-> 0                   | eax:&"\n\n", esi+1C:"orn\\Emu\\Release\\Sample.vmp.exe"
29F | 770A59AB | 8D04D0                   | lea eax,dword ptr ds:[eax+edx*8]        | eax: 0-> 40                                       |                                   | eax:&"\n\n"
2A0 | 770A59AE | 83E0 7F                  | and eax,7F                              | eflags: 206-> 202                                 |                                   | eax:&"\n\n"
2A1 | 770A59B1 | 8B04C5 E0A40877          | mov eax,dword ptr ds:[eax*8+7708A4E0]   | eax: 40-> 0                                       | 7708A6E0: 0-> 0                   | eax:&"\n\n"
2A2 | 770A59B8 | 8946 1C                  | mov dword ptr ds:[esi+1C],eax           |                                                   | 0019FA04: 0-> 0                   | esi+1C:"orn\\Emu\\Release\\Sample.vmp.exe", eax:&"\n\n"
2A3 | 770A59BB | 83F8 08                  | cmp eax,8                               | eflags: 202-> 293                                 |                                   | eax:&"\n\n"
2A4 | 770A59BE | 0F84 DD000000            | je ucrtbase.770A5AA1                    |                                                   |                                   |
2A5 | 770A59C4 | 83F8 07                  | cmp eax,7                               | eflags: 293-> 297                                 |                                   | eax:&"\n\n"
2A6 | 770A59C7 | 77 26                    | ja ucrtbase.770A59EF                    |                                                   |                                   |
2A7 | 770A59C9 | FF2485 485B0A77          | jmp dword ptr ds:[eax*4+770A5B48]       |                                                   | 770A5B48: 770A59D0-> 770A59D0     |
2A8 | 770A59D0 | 8BCE                     | mov ecx,esi                             | ecx: 19FE61-> 19F9E8                              |                                   | ecx:&"444", esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
2A9 | 770A59D2 | E8 CF010000              | call ucrtbase.770A5BA6                  | esp: 19F990-> 19F98C                              | 0019F98C: 77190328-> 770A59D7     |
2AA | 770A5BA6 | 8BFF                     | mov edi,edi                             |                                                   |                                   |
2AB | 770A5BA8 | 55                       | push ebp                                | esp: 19F98C-> 19F988                              | 0019F988: 770A59D7-> 19F9A8       |
2AC | 770A5BA9 | 8BEC                     | mov ebp,esp                             | ebp: 19F9A8-> 19F988                              |                                   |
2AD | 770A5BAB | 51                       | push ecx                                | esp: 19F988-> 19F984                              | 0019F984: 19F9A8-> 19F9E8         | ecx:&"444"
2AE | 770A5BAC | 56                       | push esi                                | esp: 19F984-> 19F980                              | 0019F980: 19F9E8-> 19F9E8         | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
2AF | 770A5BAD | 51                       | push ecx                                | esp: 19F980-> 19F97C                              | 0019F97C: 19F9E8-> 19F9E8         | ecx:&"444"
2B0 | 770A5BAE | 8BF1                     | mov esi,ecx                             |                                                   |                                   | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe", ecx:&"444"
2B1 | 770A5BB0 | E8 B3FFFFFF              | call ucrtbase.770A5B68                  | esp: 19F97C-> 19F978                              | 0019F978: 19F9E8-> 770A5BB5       |
2B2 | 770A5B68 | 8BFF                     | mov edi,edi                             |                                                   |                                   |
2B3 | 770A5B6A | 51                       | push ecx                                | esp: 19F978-> 19F974                              | 0019F974: 770A5BB5-> 19F9E8       | ecx:&"444"
2B4 | 770A5B6B | 53                       | push ebx                                | esp: 19F974-> 19F970                              | 0019F970: 19F9E8-> FFFFFFFF       |
2B5 | 770A5B6C | 56                       | push esi                                | esp: 19F970-> 19F96C                              | 0019F96C: FFFFFFFF-> 19F9E8       | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
2B6 | 770A5B6D | 8BF1                     | mov esi,ecx                             |                                                   |                                   | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe", ecx:&"444"
2B7 | 770A5B6F | 83CB FF                  | or ebx,FFFFFFFF                         | eflags: 297-> 286                                 |                                   |
2B8 | 770A5B72 | 57                       | push edi                                | esp: 19F96C-> 19F968                              | 0019F968: 19F9E8-> 77190328       | edi:&"ALLUSERSPROFILE=C:\\ProgramData"
2B9 | 770A5B73 | 8A56 31                  | mov dl,byte ptr ds:[esi+31]             | edx: 8-> 61                                       | 0019FA19: C4004061-> C4004061     | esi+31:"e.vmp.exe"
2BA | 770A5B76 | 0FBECA                   | movsx ecx,dl                            | ecx: 19F9E8-> 61                                  |                                   | ecx:&"444"
2BB | 770A5B79 | C646 3C 00               | mov byte ptr ds:[esi+3C],0              |                                                   | 0019FA24: 0-> 0                   |
2BC | 770A5B7D | 3BCB                     | cmp ecx,ebx                             | eflags: 286-> 213                                 |                                   | ecx:&"444"
2BD | 770A5B7F | 7C 21                    | jl ucrtbase.770A5BA2                    |                                                   |                                   |
2BE | 770A5B81 | 8B46 08                  | mov eax,dword ptr ds:[esi+8]            | eax: 0-> 19F9DC                                   | 0019F9F0: 19F9DC-> 19F9DC         | eax:&"\n\n", esi+08:"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
2BF | 770A5B84 | 8B00                     | mov eax,dword ptr ds:[eax]              | eax: 19F9DC-> 77190060                            | 0019F9DC: 77190060-> 77190060     | eax:&"\n\n", [eax]:"\n\n"
2C0 | 770A5B86 | 8B00                     | mov eax,dword ptr ds:[eax]              | eax: 77190060-> 77087340                          | 77190060: 77087340-> 77087340     | eax:&"\n\n", [eax]:"\n\n"
2C1 | 770A5B88 | 0FB70448                 | movzx eax,word ptr ds:[eax+ecx*2]       | eax: 77087340-> 82                                | 77087402: 820082-> 820082         | eax:&"\n\n", eax+ecx*2:ResetDCWImpl+8C8
2C2 | 770A5B8C | 25 00800000              | and eax,8000                            | eax: 82-> 0 eflags: 213-> 246                     |                                   | eax:&"\n\n"
2C3 | 770A5B91 | 85C0                     | test eax,eax                            |                                                   |                                   | eax:&"\n\n"
2C4 | 770A5B93 | 0F85 0BC00400            | jne ucrtbase.770F1BA4                   |                                                   |                                   |
2C5 | 770A5B99 | B0 01                    | mov al,1                                | eax: 0-> 1                                        |                                   |
2C6 | 770A5B9B | 5F                       | pop edi                                 | esp: 19F968-> 19F96C                              | 0019F968: 77190328-> 77190328     | edi:&"ALLUSERSPROFILE=C:\\ProgramData"
2C7 | 770A5B9C | 5E                       | pop esi                                 | esp: 19F96C-> 19F970                              | 0019F96C: 19F9E8-> 19F9E8         | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
2C8 | 770A5B9D | 5B                       | pop ebx                                 | esp: 19F970-> 19F974                              | 0019F970: FFFFFFFF-> FFFFFFFF     |
2C9 | 770A5B9E | 59                       | pop ecx                                 | ecx: 61-> 19F9E8 esp: 19F974-> 19F978             | 0019F974: 19F9E8-> 19F9E8         | ecx:&"444"
2CA | 770A5B9F | C2 0400                  | ret 4                                   | esp: 19F978-> 19F980                              | 0019F978: 770A5BB5-> 770A5BB5     |
2CB | 770A5BB5 | 84C0                     | test al,al                              | eflags: 246-> 202                                 |                                   |
2CC | 770A5BB7 | 74 20                    | je ucrtbase.770A5BD9                    |                                                   |                                   |
2CD | 770A5BB9 | 8A46 31                  | mov al,byte ptr ds:[esi+31]             | eax: 1-> 61                                       | 0019FA19: C4004061-> C4004061     | esi+31:"e.vmp.exe"
2CE | 770A5BBC | 8D8E 48040000            | lea ecx,dword ptr ds:[esi+448]          | ecx: 19F9E8-> 19FE30                              |                                   | ecx:&"444"
2CF | 770A5BC2 | 8845 FC                  | mov byte ptr ss:[ebp-4],al              |                                                   | 0019F984: 19F9E8-> 19F961         |
2D0 | 770A5BC5 | FF75 FC                  | push dword ptr ss:[ebp-4]               | esp: 19F980-> 19F97C                              | 0019F984: 19F961-> 19F961 0019F97 | [ebp-04]:&"444"
2D1 | 770A5BC8 | E8 8F000000              | call ucrtbase.770A5C5C                  | esp: 19F97C-> 19F978                              | 0019F978: 19F961-> 770A5BCD       |
2D2 | 770A5C5C | 8BFF                     | mov edi,edi                             |                                                   |                                   |
2D3 | 770A5C5E | 55                       | push ebp                                | esp: 19F978-> 19F974                              | 0019F974: 770A5BCD-> 19F988       |
2D4 | 770A5C5F | 8BEC                     | mov ebp,esp                             | ebp: 19F988-> 19F974                              |                                   |
2D5 | 770A5C61 | 51                       | push ecx                                | esp: 19F974-> 19F970                              | 0019F970: 19F988-> 19FE30         | ecx:&"444"
2D6 | 770A5C62 | 8B01                     | mov eax,dword ptr ds:[ecx]              | eax: 61-> 77190328                                | 0019FE30: 77190328-> 77190328     | eax:&"\n\n", [ecx]:"444"
2D7 | 770A5C64 | 8B40 0C                  | mov eax,dword ptr ds:[eax+C]            | eax: 77190328-> 2282                              | 77190334: 2282-> 2282             | eax:&"\n\n", eax+0C:"A "
2D8 | 770A5C67 | 90                       | nop                                     |                                                   |                                   |
2D9 | 770A5C68 | A9 00100000              | test eax,1000                           | eflags: 202-> 246                                 |                                   | eax:&"\n\n"
2DA | 770A5C6D | 0F85 3CC00400            | jne ucrtbase.770F1CAF                   |                                                   |                                   |
2DB | 770A5C73 | FF31                     | push dword ptr ds:[ecx]                 | esp: 19F970-> 19F96C                              | 0019FE30: 77190328-> 77190328 001 | [ecx]:"444"
2DC | 770A5C75 | 0FBE45 08                | movsx eax,byte ptr ss:[ebp+8]           | eax: 2282-> 61                                    | 0019F97C: 19F961-> 19F961         |
2DD | 770A5C79 | 50                       | push eax                                | esp: 19F96C-> 19F968                              | 0019F968: 77190328-> 61           | eax:&"\n\n"
2DE | 770A5C7A | E8 31E8FFFF              | call <ucrtbase._fputc_nolock>           | esp: 19F968-> 19F964                              | 0019F964: 61-> 770A5C7F           |
2DF | 770A44B0 | 8BFF                     | mov edi,edi                             |                                                   |                                   |
2E0 | 770A44B2 | 55                       | push ebp                                | esp: 19F964-> 19F960                              | 0019F960: 770A5C7F-> 19F974       |
2E1 | 770A44B3 | 8BEC                     | mov ebp,esp                             | ebp: 19F974-> 19F960                              |                                   |
2E2 | 770A44B5 | 8B55 0C                  | mov edx,dword ptr ss:[ebp+C]            | edx: 61-> 77190328                                | 0019F96C: 77190328-> 77190328     | [ebp+0C]:"444"
2E3 | 770A44B8 | 836A 08 01               | sub dword ptr ds:[edx+8],1              | eflags: 246-> 202                                 | 77190330: FFF-> FFE               | edx+08:"ok\n"
2E4 | 770A44BC | 78 0E                    | js ucrtbase.770A44CC                    |                                                   |                                   |
2E5 | 770A44BE | 8B02                     | mov eax,dword ptr ds:[edx]              | eax: 61-> C62049                                  | 77190328: C62049-> C62049         | eax:&"\n\n", edx:"%s"
2E6 | 770A44C0 | 8A4D 08                  | mov cl,byte ptr ss:[ebp+8]              | ecx: 19FE30-> 19FE61                              | 0019F968: 61-> 61                 |
2E7 | 770A44C3 | 8808                     | mov byte ptr ds:[eax],cl                |                                                   | 00C62049: A6C6961-> A6C6961       | eax:&"\n\n"
2E8 | 770A44C5 | FF02                     | inc dword ptr ds:[edx]                  |                                                   | 77190328: C62049-> C6204A         | edx:"%s"
2E9 | 770A44C7 | 0FB6C1                   | movzx eax,cl                            | eax: C62049-> 61                                  |                                   | eax:&"\n\n"
2EA | 770A44CA | 5D                       | pop ebp                                 | esp: 19F960-> 19F964 ebp: 19F960-> 19F974         | 0019F960: 19F974-> 19F974         |
2EB | 770A44CB | C3                       | ret                                     | esp: 19F964-> 19F968                              | 0019F964: 770A5C7F-> 770A5C7F     |
2EC | 770A5C7F | 83F8 FF                  | cmp eax,FFFFFFFF                        | eflags: 202-> 213                                 |                                   | eax:&"\n\n"
2ED | 770A5C82 | 59                       | pop ecx                                 | ecx: 19FE61-> 61 esp: 19F968-> 19F96C             | 0019F968: 61-> 61                 | ecx:&"444"
2EE | 770A5C83 | 59                       | pop ecx                                 | ecx: 61-> 77190328 esp: 19F96C-> 19F970           | 0019F96C: 77190328-> 77190328     | ecx:&"444"
2EF | 770A5C84 | 0F95C0                   | setne al                                | eax: 61-> 1                                       |                                   |
2F0 | 770A5C87 | 59                       | pop ecx                                 | ecx: 77190328-> 19FE30 esp: 19F970-> 19F974       | 0019F970: 19FE30-> 19FE30         | ecx:&"444"
2F1 | 770A5C88 | 5D                       | pop ebp                                 | esp: 19F974-> 19F978 ebp: 19F974-> 19F988         | 0019F974: 19F988-> 19F988         |
2F2 | 770A5C89 | C2 0400                  | ret 4                                   | esp: 19F978-> 19F980                              | 0019F978: 770A5BCD-> 770A5BCD     |
2F3 | 770A5BCD | 84C0                     | test al,al                              | eflags: 213-> 202                                 |                                   |
2F4 | 770A5BCF | 74 0C                    | je ucrtbase.770A5BDD                    |                                                   |                                   |
2F5 | 770A5BD1 | FF46 18                  | inc dword ptr ds:[esi+18]               |                                                   | 0019FA00: 1-> 2                   | esi+18:"unicorn\\Emu\\Release\\Sample.vmp.exe"
2F6 | 770A5BD4 | B0 01                    | mov al,1                                |                                                   |                                   |
2F7 | 770A5BD6 | 5E                       | pop esi                                 | esp: 19F980-> 19F984                              | 0019F980: 19F9E8-> 19F9E8         | esi:&"E:\\新建文件夹11\\unicorn\\Emu\\Release\\Sample.vmp.exe"
2F8 | 770A5BD7 | C9                       | leave                                   | esp: 19F984-> 19F98C ebp: 19F988-> 19F9A8         | 0019F988: 19F9A8-> 19F9A8         |
2F9 | 770A5BD8 | C3                       | ret                                     | esp: 19F98C-> 19F990                              | 0019F98C: 770A59D7-> 770A59D7     |
2FA | 770A59D7 | 84C0                     | test al,al                              |                                                   |                                   |
2FB | 770A59D9 | 0F85 A7000000            | jne ucrtbase.770A5A86                   |                                                   |                                   |
2FC | 770A5A86 | 8B46 10                  | mov eax,dword ptr ds:[esi+10]           | eax: 1-> 402106                                   | 0019F9F8: 402106-> 402106         | eax:&"\n\n"
2FD | 770A5A89 | 8A00                     | mov al,byte ptr ds:[eax]                | eax: 402106-> 402169                              | 00402106: A6C69-> A6C69           | eax:&"\n\n"
2FE | 770A5A8B | 8846 31                  | mov byte ptr ds:[esi+31],al             |                                                   | 0019FA19: C4004061-> C4004069     | esi+31:"e.vmp.exe"
